eco,name,fen,white,draw,black
D37,"Queen's Gambit Declined: Three Knights Variation",r2qkb1r/1ppn1ppp/p3bn2/3p2B1/3P4/2N1PN2/PP3PPP/R2QKB1R w KQkq - 1 8,11,9,7
D37,"Queen's Gambit Declined: Three Knights Variation",rnbqkb1r/pppppppp/5n2/8/3P4/5N2/PPP1PPPP/RNBQKB1R b KQkq - 2 2,330,419,234
D37,"Queen's Gambit Declined: Three Knights, Vienna Variation",rnbqkb1r/ppp2ppp/4pn2/8/2pPP3/2N2N2/PP3PPP/R1BQKB1R b KQkq - 0 5,17,27,7
D37,"Queen's Gambit Declined: Three Knights, Vienna Variation",rnbqkb1r/p1p2ppp/4p3/1N1nP3/2pP4/5N2/PP3PPP/R1BQKB1R b KQkq - 0 7,11,16,6
D37,"Queen's Gambit Declined: Three Knights, Vienna Variation",rnbqkb1r/p1p2ppp/4p3/1p1nP3/2pP4/2N2N2/PP3PPP/R1BQKB1R w KQkq - 1 7,11,16,6
D37,"Queen's Gambit Declined: Three Knights, Vienna Variation",rnbqkb1r/p1p2ppp/4pn2/1p2P3/2pP4/2N2N2/PP3PPP/R1BQKB1R b KQkq - 0 6,11,16,7
D37,"Queen's Gambit Declined: Three Knights, Vienna Variation",rnbqkb1r/p1p2ppp/1n2p3/1N2P3/2pP4/5N2/PP2BPPP/R1BQK2R b KQkq - 2 8,8,12,6
D37,"Queen's Gambit Declined: Three Knights, Vienna Variation",rnbqkb1r/p1p2ppp/1n2p3/1N2P3/2pP4/5N2/PP3PPP/R1BQKB1R w KQkq - 1 8,11,16,7
D37,"Queen's Gambit Declined: Three Knights, Vienna Variation",rnbqkb1r/ppp2ppp/4pn2/8/2pP4/2N2N2/PP2PPPP/R1BQKB1R w KQkq - 0 5,26,45,16
D37,"Queen's Gambit Declined: Three Knights, Vienna Variation",rnbqkb1r/p1p2ppp/4pn2/1p6/2pPP3/2N2N2/PP3PPP/R1BQKB1R w KQkq - 0 6,13,19,7
D37,"Queen's Gambit Declined: Vienna Variation, Quiet Variation",rnbqkb1r/1pp2ppp/p3pn2/8/2pP4/2N1PN2/PP3PPP/R1BQKB1R w KQkq - 0 6,8,16,8
D37,"Queen's Gambit Declined: Vienna Variation, Quiet Variation",rnbqkb1r/ppp2ppp/4pn2/8/2pP4/2N1PN2/PP3PPP/R1BQKB1R b KQkq - 0 5,8,19,7
D37,"Queen's Gambit Declined: Vienna Variation, Quiet Variation",rnbqkb1r/1pp2ppp/p3pn2/8/P1pP4/2N1PN2/1P3PPP/R1BQKB1R b KQkq - 0 6,5,16,6
A50,"Queen's Indian Accelerated",rn1qkb1r/pbpppppp/1p3n2/8/2PP4/2N5/PPQ1PPPP/R1B1KBNR b KQkq - 3 4,13,16,9
E12,"Queen's Indian Defense",rnbqkb1r/pppp1ppp/4pn2/8/2PP4/5N2/PP2PPPP/RNBQKB1R b KQkq - 1 3,410,626,328
E12,"Queen's Indian Defense",rnbqkb1r/p1pp1ppp/1p2pn2/8/2PP4/5N2/PP2PPPP/RNBQKB1R w KQkq - 0 4,100,151,67
E16,"Queen's Indian Defense: Capablanca Variation",rn1qk2r/pbpp1ppp/1p2pn2/8/1bPP4/5NP1/PP2PPBP/RNBQK2R w KQkq - 3 6,6,18,6
E16,"Queen's Indian Defense: Capablanca Variation",rn1qk2r/pbpp1ppp/1p2pn2/8/1bPP4/5NP1/PP1BPPBP/RN1QK2R b KQkq - 4 6,6,18,5
E18,"Queen's Indian Defense: Classical Variation, Traditional Variation",rn1qk2r/pbppbppp/1p2pn2/8/2PP4/5NP1/PP2PPBP/RNBQK2R w KQkq - 3 6,17,26,15
E18,"Queen's Indian Defense: Classical Variation, Traditional Variation",rnbqkb1r/pppp1ppp/4pn2/8/2P5/5NP1/PP1PPP1P/RNBQKB1R b KQkq - 0 3,59,65,33
E18,"Queen's Indian Defense: Classical Variation, Traditional Variation",rn1qkb1r/pbpp1ppp/1p2pn2/8/2PP4/5NP1/PP2PP1P/RNBQKB1R w KQkq - 1 5,33,47,19
E18,"Queen's Indian Defense: Classical Variation, Traditional Variation",rn1qkb1r/pbpp1ppp/1p2pn2/8/2P5/5NP1/PP1PPPBP/RNBQ1RK1 b kq - 1 5,9,8,8
E18,"Queen's Indian Defense: Classical Variation, Traditional Variation",rn1q1rk1/pbppbppp/1p2pn2/8/2PP4/2N2NP1/PP2PPBP/R1BQ1RK1 b - - 6 7,9,15,7
E18,"Queen's Indian Defense: Classical Variation, Traditional Variation",rn1qkb1r/pbpp1ppp/1p2pn2/8/2PP4/5NP1/PP2PPBP/RNBQK2R b KQkq - 2 5,34,48,21
E18,"Queen's Indian Defense: Classical Variation, Traditional Variation",rn1qkb1r/pbpp1ppp/1p2pn2/8/2P5/5NP1/PP1PPPBP/RNBQK2R w KQkq - 0 5,10,8,10
E15,"Queen's Indian Defense: Fianchetto Variation, Check Variation, Intermezzo Line",rn1qk2r/p1pp1ppp/bp2pn2/8/1bPP4/1P3NP1/P2BPP1P/RN1QKB1R b KQkq - 2 6,5,15,8
E15,"Queen's Indian Defense: Fianchetto Variation, Check Variation, Intermezzo Line",rn1qk2r/p1pp1ppp/bp2pn2/8/1bPP4/1P3NP1/P3PP1P/RNBQKB1R w KQkq - 1 6,5,15,8
E15,"Queen's Indian Defense: Fianchetto Variation, Check Variation, Intermezzo Line",rn1qkb1r/p1pp1ppp/bp2pn2/8/2PP4/1P3NP1/P3PP1P/RNBQKB1R b KQkq - 0 5,6,17,10
E15,"Queen's Indian Defense: Fianchetto Variation, Check Variation, Intermezzo Line",rn1qk2r/p1ppbppp/bp2pn2/8/2PP4/1P3NP1/P2BPP1P/RN1QKB1R w KQkq - 3 7,4,15,8
E17,"Queen's Indian Defense: Fianchetto Variation, Kramnik Variation",rn1q1rk1/pbppbppp/1p2pn2/8/2PP4/5NP1/PP2PPBP/RNBQ1RK1 w - - 5 7,17,26,14
E17,"Queen's Indian Defense: Fianchetto Variation, Kramnik Variation",rn1qk2r/pbppbppp/1p2pn2/8/2PP4/5NP1/PP2PPBP/RNBQ1RK1 b kq - 4 6,18,27,15
E15,"Queen's Indian Defense: Fianchetto Variation, Nimzowitsch Variation",rnbqkb1r/p1pp1ppp/1p2pn2/8/2PP4/5NP1/PP2PP1P/RNBQKB1R b KQkq - 0 4,60,104,40
E15,"Queen's Indian Defense: Fianchetto Variation, Nimzowitsch Variation",rn1qkb1r/p1pp1ppp/bp2pn2/8/2PP4/5NP1/PP2PP1P/RNBQKB1R w KQkq - 1 5,24,48,22
E12,"Queen's Indian Defense: Kasparov-Petrosian Variation, Andersson Variation",rnbqkb1r/p1pp1ppp/1p2pn2/8/2PP4/P4N2/1P2PPPP/RNBQKB1R b KQkq - 0 4,29,26,20
E12,"Queen's Indian Defense: Kasparov-Petrosian Variation, Main Line",rn1qkb1r/pbpp1ppp/1p2pn2/8/2PP4/P1N2N2/1P2PPPP/R1BQKB1R b KQkq - 2 5,22,17,16
E12,"Queen's Indian Defense: Kasparov-Petrosian Variation, Main Line",rn1qkb1r/pbp2ppp/1p2pn2/3p4/2PP4/P1N2N2/1P2PPPP/R1BQKB1R w KQkq - 0 6,13,8,5
E12,"Queen's Indian Defense: Kasparov-Petrosian Variation, Main Line",rnbqkb1r/p1pppppp/1p3n2/8/2PP4/8/PP2PPPP/RNBQKBNR w KQkq - 0 3,24,26,17
E12,"Queen's Indian Defense: Kasparov-Petrosian Variation, Main Line",rnbqkb1r/p1pppppp/1p3n2/8/2PP4/2N5/PP2PPPP/R1BQKBNR b KQkq - 1 3,20,22,13
E12,"Queen's Indian Defense: Kasparov-Petrosian Variation, Petrosian Attack",rn1qkb1r/pbpp1ppp/1p2pn2/8/2PP4/P4N2/1P2PPPP/RNBQKB1R w KQkq - 1 5,18,13,12
D00,"Queen's Pawn Game",rnbqkbnr/ppp1pppp/8/3p4/3P4/8/PPP1PPPP/RNBQKBNR w KQkq - 0 2,761,981,391
A40,"Queen's Pawn Game",rnbqkbnr/pppppppp/8/8/3P4/8/PPP1PPPP/RNBQKBNR b KQkq - 0 1,3087,3840,1697
D00,"Queen's Pawn Game: Accelerated London System",rnbqkb1r/ppp2ppp/4pn2/3p4/3P1B2/4P3/PPP2PPP/RN1QKBNR w KQkq - 0 4,7,18,5
D00,"Queen's Pawn Game: Accelerated London System",rnbqkb1r/ppp1pppp/5n2/3p4/3P1B2/4P3/PPP2PPP/RN1QKBNR b KQkq - 0 3,19,24,20
D00,"Queen's Pawn Game: Accelerated London System",rnbqkbnr/ppp1pppp/8/3p4/3P1B2/8/PPP1PPPP/RN1QKBNR b KQkq - 1 2,17,27,14
D00,"Queen's Pawn Game: Accelerated London System",rnbqkb1r/ppp2ppp/4pn2/3p4/3P1B2/4PN2/PPP2PPP/RN1QKB1R b KQkq - 1 4,28,43,23
D00,"Queen's Pawn Game: Accelerated London System",rnbqkb1r/ppp1pppp/5n2/3p4/3P1B2/8/PPP1PPPP/RN1QKBNR w KQkq - 0 3,22,26,22
A40,"Queen's Pawn Game: Anglo-Slav Opening",rnb1kb1r/ppq2ppp/2pp1n2/4p3/2PPP3/2N2N2/PP3PPP/R1BQKB1R w KQkq - 2 6,11,12,2
D05,"Queen's Pawn Game: Colle System",rnbqkb1r/p1p2ppp/1p2pn2/3p4/2PP4/4PN2/PP3PPP/RNBQKB1R w KQkq - 0 5,11,8,7
D05,"Queen's Pawn Game: Colle System",rnbqkb1r/ppp2ppp/4pn2/3p4/3P4/4PN2/PPP2PPP/RNBQKB1R w KQkq - 0 4,18,20,12
D04,"Queen's Pawn Game: Colle System",rnbqkb1r/pp2pppp/5n2/2pp4/3P4/4PN2/PPP2PPP/RNBQKB1R w KQkq - 1 4,13,19,15
D04,"Queen's Pawn Game: Colle System",rnbqkb1r/ppp1pppp/5n2/3p4/3P4/4PN2/PPP2PPP/RNBQKB1R b KQkq - 0 3,31,34,30
D05,"Queen's Pawn Game: Colle System",rnbqkb1r/ppp2ppp/4pn2/3p4/2PP4/4PN2/PP3PPP/RNBQKB1R b KQkq - 0 4,30,18,15
D05,"Queen's Pawn Game: Colle System",rnbqkb1r/ppp2ppp/4pn2/3p4/3P4/3BPN2/PPP2PPP/RNBQK2R b KQkq - 1 4,14,13,11
D02,"Queen's Pawn Game: London System",rnbqkb1r/ppp1pppp/5n2/3p4/3P1B2/5N2/PPP1PPPP/RN1QKB1R b KQkq - 1 3,66,73,51
D02,"Queen's Pawn Game: London System",rnbqkb1r/pp2pppp/5n2/2pp4/3P1B2/4PN2/PPP2PPP/RN1QKB1R b KQkq - 1 4,44,40,37
D02,"Queen's Pawn Game: London System",rnbqkb1r/pp3ppp/4pn2/2pp4/3P1B2/4PN2/PPP2PPP/RN1QKB1R w KQkq - 0 5,25,26,15
D02,"Queen's Pawn Game: London System",rnbqk2r/ppp2ppp/3bpn2/3p4/3P1B2/4PN2/PPP2PPP/RN1QKB1R w KQkq - 2 5,11,20,15
D02,"Queen's Pawn Game: London System",r1bqkb1r/pp2pppp/2n2n2/2pp4/3P1B2/4PN2/PPP2PPP/RN1QKB1R w KQkq - 1 5,37,36,31
D02,"Queen's Pawn Game: London System",r1bqkb1r/pp2pppp/2n2n2/2pp4/3P1B2/4PN2/PPPN1PPP/R2QKB1R b KQkq - 2 5,34,30,23
D02,"Queen's Pawn Game: London System",r1bqkb1r/pp3ppp/2n1pn2/2pp4/3P1B2/2P1PN2/PP1N1PPP/R2QKB1R b KQkq - 0 6,26,30,21
D02,"Queen's Pawn Game: London System",rnbqkb1r/ppp2ppp/4pn2/3p4/3P1B2/5N2/PPP1PPPP/RN1QKB1R w KQkq - 0 4,24,31,19
D02,"Queen's Pawn Game: London System",rnbqkb1r/pp2pppp/5n2/2pp4/3P1B2/5N2/PPP1PPPP/RN1QKB1R w KQkq - 0 4,43,41,31
D02,"Queen's Pawn Game: London System",r1bqkb1r/pp3ppp/2n1pn2/2pp4/3P1B2/2P1PN2/PP3PPP/RN1QKB1R w KQkq - 1 6,8,11,6
A40,"Queen's Pawn Game: Modern Defense",rnbqkbnr/pppppp1p/6p1/8/2PP4/8/PP2PPPP/RNBQKBNR b KQkq - 0 2,61,63,23
A40,"Queen's Pawn Game: Modern Defense",rnbqk1nr/ppppppbp/6p1/8/2PP4/8/PP2PPPP/RNBQKBNR w KQkq - 1 3,54,59,20
A40,"Queen's Pawn Game: Modern Defense",rnbqkbnr/pppppp1p/6p1/8/3P4/8/PPP1PPPP/RNBQKBNR w KQkq - 0 2,86,75,30
D02,"Queen's Pawn Game: Symmetrical Variation",rnbqkb1r/ppp1pppp/5n2/3p4/3P4/2P2N2/PP2PPPP/RNBQKB1R b KQkq - 0 3,25,14,10
D02,"Queen's Pawn Game: Symmetrical Variation",r1bqkb1r/pp3ppp/2n1pn2/3p4/3P1B2/2P2N2/PP1N1PPP/R2QKB1R b KQkq - 0 7,10,11,6
D02,"Queen's Pawn Game: Symmetrical Variation",rnbqkb1r/pp3ppp/2p2n2/3p4/3P4/2N2N2/PP2PPPP/R1BQKB1R w KQkq - 0 6,5,13,10
D02,"Queen's Pawn Game: Symmetrical Variation",rnbqkb1r/ppp1pppp/5n2/3p4/2PP4/5N2/PP2PPPP/RNBQKB1R b KQkq - 0 3,113,171,80
D02,"Queen's Pawn Game: Symmetrical Variation",rnbqkb1r/ppp2ppp/5n2/3p4/3P4/5N2/PP2PPPP/RNBQKB1R w KQkq - 0 5,8,15,8
D02,"Queen's Pawn Game: Symmetrical Variation",rnbqkb1r/ppp2ppp/4pn2/3p4/2PP4/5NP1/PP2PP1P/RNBQKB1R b KQkq - 0 4,168,239,152
D02,"Queen's Pawn Game: Symmetrical Variation",rnbqkb1r/ppp2ppp/4pn2/3P4/3P4/5N2/PP2PPPP/RNBQKB1R b KQkq - 0 4,8,15,8
D02,"Queen's Pawn Game: Symmetrical Variation",r1bqkb1r/pp3ppp/2n1p3/3p3n/3P1B2/2P2N2/PP1N1PPP/R2QKB1R w KQkq - 1 8,10,11,6
D02,"Queen's Pawn Game: Symmetrical Variation",rnbqk2r/ppp2ppp/4pn2/3p4/1bPP4/5NP1/PP1NPP1P/R1BQKB1R b KQkq - 2 5,12,15,3
D02,"Queen's Pawn Game: Symmetrical Variation",r1bqkb1r/pp3ppp/2n1pn2/3p4/3p1B2/2P1PN2/PP1N1PPP/R2QKB1R w KQkq - 0 7,11,11,7
D02,"Queen's Pawn Game: Symmetrical Variation",rnbqkb1r/ppp2ppp/4pn2/8/2pP4/5NP1/PP2PP1P/RNBQKB1R w KQkq - 0 5,34,52,30
D02,"Queen's Pawn Game: Symmetrical Variation",rnbqkb1r/ppp2ppp/5n2/3p4/3P4/2N2N2/PP2PPPP/R1BQKB1R b KQkq - 1 5,7,16,5
D02,"Queen's Pawn Game: Zukertort Variation",rnbqkbnr/ppp2ppp/4p3/3p4/3P4/5N2/PPP1PPPP/RNBQKB1R w KQkq - 0 3,22,21,10
D01,"Rapport-Jobava System",rnbqkb1r/ppp1pppp/5n2/3p4/3P4/2N5/PPP1PPPP/R1BQKBNR w KQkq - 0 3,27,23,25
D01,"Rapport-Jobava System",rnbqkbnr/ppp1pppp/8/3p4/3P4/2N5/PPP1PPPP/R1BQKBNR b KQkq - 1 2,18,8,11
D01,"Rapport-Jobava System",rnbqkb1r/pppppppp/5n2/8/3P4/2N5/PPP1PPPP/R1BQKBNR b KQkq - 2 2,21,21,20
D01,"Rapport-Jobava System",rnbqkb1r/ppp1pppp/5n2/3p4/3P1B2/2N5/PPP1PPPP/R2QKBNR b KQkq - 1 3,24,21,23
A41,"Rat Defense: English Rat",rnbqkbnr/ppp1pppp/3p4/8/2PP4/8/PP2PPPP/RNBQKBNR b KQkq - 0 2,9,15,7
C65,"Ruy Lopez: Berlin Defense",r1bqk2r/pppp1ppp/2n2n2/1Bb1p3/4P3/2PP1N2/PP3PPP/RNBQK2R b KQkq - 0 5,17,18,4
C65,"Ruy Lopez: Berlin Defense",r1bqkb1r/pppp1ppp/2n2n2/1B2p3/4P3/5N2/PPPP1PPP/RNBQK2R w KQkq - 4 4,88,217,37
C65,"Ruy Lopez: Berlin Defense",r1bqk2r/pppp1ppp/2n2n2/1Bb1p3/4P3/3P1N2/PPP2PPP/RNBQK2R w KQkq - 1 5,42,50,11
C65,"Ruy Lopez: Berlin Defense",r1bqk2r/ppp2ppp/2p2n2/2b1p3/4P3/3P1N2/PPP2PPP/RNBQK2R w KQkq - 0 6,14,18,3
C65,"Ruy Lopez: Berlin Defense",r1bq1rk1/pppp1ppp/2n2n2/1Bb1p3/4P3/2PP1N2/PP3PPP/RNBQ1RK1 b - - 2 6,14,15,2
C65,"Ruy Lopez: Berlin Defense",r1bq1rk1/pppp1ppp/2n2n2/1Bb1p3/4P3/2PP1N2/PP3PPP/RNBQK2R w KQ - 1 6,15,17,2
C65,"Ruy Lopez: Berlin Defense",r1bqkbnr/pppp1ppp/2n5/1B2p3/4P3/5N2/PPPP1PPP/RNBQK2R b KQkq - 3 3,564,842,343
C65,"Ruy Lopez: Berlin Defense",r1bqk2r/pppp1ppp/2B2n2/2b1p3/4P3/3P1N2/PPP2PPP/RNBQK2R b KQkq - 0 5,14,18,3
C65,"Ruy Lopez: Berlin Defense",r1bqkb1r/pppp1ppp/2n2n2/1B2p3/4P3/3P1N2/PPP2PPP/RNBQK2R b KQkq - 0 4,52,71,20
C65,"Ruy Lopez: Berlin Defense, Anderssen Variation",r1bqkb1r/ppp2ppp/2np1n2/1B2p3/4P3/3P1N2/PPP2PPP/RNBQK2R w KQkq - 0 5,9,20,5
C67,"Ruy Lopez: Berlin Defense, Rio Gambit Accepted",r1bqkb1r/pppp1ppp/2n5/1B2p3/4n3/5N2/PPPP1PPP/RNBQ1RK1 w kq - 0 5,31,134,13
C67,"Ruy Lopez: Berlin Defense, Rio Gambit Accepted",r1bqkb1r/pppp1ppp/2nn4/1B2N3/8/8/PPPP1PPP/RNBQR1K1 b kq - 0 6,11,50,6
C67,"Ruy Lopez: Berlin Defense, Rio Gambit Accepted",r1bqk2r/ppppbppp/2nn4/4N3/8/8/PPPP1PPP/RNBQRBK1 b kq - 2 7,8,42,5
C67,"Ruy Lopez: Berlin Defense, Rio Gambit Accepted",r1bqk2r/ppppbppp/3n4/4R3/8/8/PPPP1PPP/RNBQ1BK1 b kq - 0 8,9,40,4
C67,"Ruy Lopez: Berlin Defense, Rio Gambit Accepted",r1bqkb1r/pppp1ppp/2n5/1B2p3/4n3/5N2/PPPP1PPP/RNBQR1K1 b kq - 1 5,17,55,8
C67,"Ruy Lopez: Berlin Defense, Rio Gambit Accepted",r1bqk2r/ppppbppp/3n4/4n3/8/8/PPPP1PPP/RNBQRBK1 w kq - 0 8,6,35,3
C67,"Ruy Lopez: Berlin Defense, Rio Gambit Accepted",r1bq1rk1/ppppbppp/3n4/4R3/8/8/PPPP1PPP/RNBQ1BK1 w - - 1 9,9,40,4
C67,"Ruy Lopez: Berlin Defense, Rio Gambit Accepted",r1bqk2r/ppppbppp/2nn4/1B2N3/8/8/PPPP1PPP/RNBQR1K1 w kq - 1 7,8,45,5
C67,"Ruy Lopez: Berlin Defense, Rio Gambit Accepted",r1bq1rk1/ppppbppp/3n4/4R3/3P4/8/PPP2PPP/RNBQ1BK1 b - - 0 9,8,28,3
C67,"Ruy Lopez: Berlin Defense, Rio Gambit Accepted",r1bq1rk1/pppp1ppp/3n1b2/8/3P4/8/PPP2PPP/RNBQRBK1 b - - 2 10,4,24,3
C67,"Ruy Lopez: Berlin Defense, Rio Gambit Accepted",r1bq1rk1/pppp1ppp/3n1b2/4R3/3P4/8/PPP2PPP/RNBQ1BK1 w - - 1 10,6,26,3
C67,"Ruy Lopez: Berlin Defense, Rio Gambit Accepted",r1bqkb1r/pppp1ppp/2nn4/1B2p3/8/5N2/PPPP1PPP/RNBQR1K1 w kq - 2 6,17,55,8
C65,"Ruy Lopez: Classical Variation, Zukertort Gambit",r1bqkb1r/pppp1ppp/2n2n2/1B2p3/4P3/5N2/PPPP1PPP/RNBQ1RK1 b kq - 5 4,34,137,13
C92,"Ruy Lopez: Closed",r1bq1rk1/2p1bppp/p1np1n2/1p2p3/4P3/1BP2N1P/PP1P1PP1/RNBQR1K1 b - - 0 9,65,87,29
C92,"Ruy Lopez: Closed",r1bqk2r/2p1bppp/p1np1n2/1p2p3/4P3/1BP2N2/PP1P1PPP/RNBQR1K1 b kq - 0 8,52,71,28
C84,"Ruy Lopez: Closed",r1bqkb1r/1ppp1ppp/p1n2n2/4p3/B3P3/5N2/PPPP1PPP/RNBQ1RK1 b kq - 3 5,260,358,158
C92,"Ruy Lopez: Closed",r1bqk2r/2p1bppp/p1np1n2/1p2p3/4P3/1B3N2/PPPP1PPP/RNBQR1K1 w kq - 0 8,52,73,30
C92,"Ruy Lopez: Closed",r1bq1rk1/2p1bppp/p1np1n2/1p2p3/4P3/1BP2N2/PP1P1PPP/RNBQR1K1 w - - 1 9,63,87,31
C84,"Ruy Lopez: Closed",r1bqk2r/1pppbppp/p1n2n2/4p3/B3P3/5N2/PPPP1PPP/RNBQ1RK1 w kq - 4 6,161,221,91
C84,"Ruy Lopez: Closed",r1bqkb1r/1ppp1ppp/p1n2n2/4p3/B3P3/5N2/PPPP1PPP/RNBQK2R w KQkq - 2 5,328,437,192
C88,"Ruy Lopez: Closed, Anti-Marshall",r1bq1rk1/2ppbppp/p1n2n2/4p3/Pp2P3/1B3N2/1PPP1PPP/RNBQR1K1 w - - 0 9,10,10,6
C88,"Ruy Lopez: Closed, Anti-Marshall",r1bq1rk1/2ppbppp/p1n2n2/1p2p3/P3P3/1B3N2/1PPP1PPP/RNBQR1K1 b - - 0 8,27,32,13
C88,"Ruy Lopez: Closed, Anti-Marshall",r2q1rk1/1bppbppp/p1n2n2/1p2p3/P3P3/1B1P1N2/1PP2PPP/RNBQR1K1 b - - 2 9,13,17,6
C88,"Ruy Lopez: Closed, Anti-Marshall",r1bqk2r/2ppbppp/p1n2n2/1p2p3/B3P3/5N2/PPPP1PPP/RNBQR1K1 w kq - 0 7,106,139,59
C88,"Ruy Lopez: Closed, Anti-Marshall",r2q1rk1/1bppbppp/p1n2n2/1p2p3/P3P3/1B3N2/1PPP1PPP/RNBQR1K1 w - - 1 9,11,17,7
C88,"Ruy Lopez: Closed, Anti-Marshall",r2q1rk1/1bp1bppp/p1np1n2/1p2p3/P3P3/1B1P1N2/1PP2PPP/RNBQR1K1 w - - 0 10,11,14,4
C88,"Ruy Lopez: Closed, Anti-Marshall",r1bqk2r/1pppbppp/p1n2n2/4p3/B3P3/5N2/PPPP1PPP/RNBQR1K1 b kq - 5 6,108,142,61
C95,"Ruy Lopez: Closed, Breyer Defense, Zaitsev Hybrid",rnbq1rk1/2p1bppp/p2p1n2/1p2p3/4P3/1BP2N1P/PP1P1PP1/RNBQR1K1 w - - 1 10,16,14,10
C95,"Ruy Lopez: Closed, Breyer Defense, Zaitsev Hybrid",r1bq1rk1/2pnbppp/p2p1n2/1p2p3/3PP3/1BP2N1P/PP3PP1/RNBQR1K1 w - - 1 11,16,14,10
C95,"Ruy Lopez: Closed, Breyer Defense, Zaitsev Hybrid",r1bq1rk1/2pnbppp/p2p1n2/1p2p3/3PP3/1BP2N1P/PP1N1PP1/R1BQR1K1 b - - 2 11,10,10,8
C95,"Ruy Lopez: Closed, Breyer Defense, Zaitsev Hybrid",r2q1rk1/1bpnbppp/p2p1n2/1p2p3/3PP3/1BP2N1P/PP1N1PP1/R1BQR1K1 w - - 3 12,10,10,7
C95,"Ruy Lopez: Closed, Breyer Defense, Zaitsev Hybrid",rnbq1rk1/2p1bppp/p2p1n2/1p2p3/3PP3/1BP2N1P/PP3PP1/RNBQR1K1 b - - 0 10,16,14,10
C97,"Ruy Lopez: Closed, Chigorin Defense",r1bq1rk1/2p1bppp/p2p1n2/np2p3/4P3/1BP2N1P/PP1P1PP1/RNBQR1K1 w - - 1 10,23,23,6
C97,"Ruy Lopez: Closed, Chigorin Defense",r1bq1rk1/4bppp/p2p1n2/npp1p3/4P3/2P2N1P/PPBP1PP1/RNBQR1K1 w - - 0 11,18,18,6
C97,"Ruy Lopez: Closed, Chigorin Defense",r1bq1rk1/4bppp/p2p1n2/npp1p3/3PP3/2P2N1P/PPB2PP1/RNBQR1K1 b - - 0 11,18,18,5
C97,"Ruy Lopez: Closed, Chigorin Defense",r1bq1rk1/2p1bppp/p2p1n2/np2p3/4P3/2P2N1P/PPBP1PP1/RNBQR1K1 b - - 2 10,23,23,6
C97,"Ruy Lopez: Closed, Chigorin Defense",r1b2rk1/2q1bppp/p2p1n2/npp1p3/3PP3/2P2N1P/PPB2PP1/RNBQR1K1 w - - 1 12,12,12,3
C85,"Ruy Lopez: Closed, Delayed Exchange",r1bqk2r/1pp1bppp/p1p2n2/4p3/4P3/5N2/PPPP1PPP/RNBQ1RK1 w kq - 0 7,12,15,7
C85,"Ruy Lopez: Closed, Delayed Exchange",r1bqk2r/1pppbppp/p1B2n2/4p3/4P3/5N2/PPPP1PPP/RNBQ1RK1 b kq - 0 6,12,15,7
C92,"Ruy Lopez: Closed, Flohr System",r2q1rk1/1bp1bppp/p1np1n2/1p2p1N1/3PP3/1BP4P/PP3PP1/RNBQR1K1 w - - 3 12,4,19,2
C92,"Ruy Lopez: Closed, Flohr System",r2q1rk1/1bp1bppp/p1np1n2/1p2p3/3PP3/1BP2N1P/PP3PP1/RNBQR1K1 b - - 0 10,17,32,6
C92,"Ruy Lopez: Closed, Flohr System",r2q1rk1/1bp1bppp/p1np1n2/1p2p3/4P3/1BP2N1P/PP1P1PP1/RNBQR1K1 w - - 1 10,18,32,6
C92,"Ruy Lopez: Closed, Flohr System",r2qr1k1/1bp1bppp/p1np1n2/1p2p3/3PP3/1BP2N1P/PP3PP1/RNBQR1K1 w - - 1 11,18,31,7
C84,"Ruy Lopez: Closed, Martinez Variation",r1bqk2r/1pppbppp/p1n2n2/4p3/B3P3/3P1N2/PPP2PPP/RNBQ1RK1 b kq - 0 6,40,61,23
C84,"Ruy Lopez: Closed, Martinez Variation",r1bqk2r/2p1bppp/p1np1n2/1p2p3/4P3/PB1P1N2/1PP2PPP/RNBQ1RK1 b kq - 0 8,13,19,5
C84,"Ruy Lopez: Closed, Martinez Variation",r1bq1rk1/2p1bppp/p1np1n2/1p2p3/4P3/PBNP1N2/1PP2PPP/R1BQ1RK1 b - - 2 9,10,12,7
C84,"Ruy Lopez: Closed, Martinez Variation",r1bqk2r/2ppbppp/p1n2n2/1p2p3/B3P3/3P1N2/PPP2PPP/RNBQ1RK1 w kq - 0 7,34,48,23
C84,"Ruy Lopez: Closed, Martinez Variation",r1bq1rk1/2ppbppp/p1n2n2/1p2p3/4P3/1B1P1N2/PPP2PPP/RNBQ1RK1 w - - 2 8,10,10,7
C88,"Ruy Lopez: Closed, Trajkovic Counterattack",r1bqk2r/2ppbppp/p1n2n2/1p2p3/4P3/1B3N2/PPPP1PPP/RNBQR1K1 b kq - 1 7,107,139,59
C60,"Ruy Lopez: Cozio Defense",r1bqkb1r/ppppnppp/2n5/1B2p3/4P3/5N2/PPPP1PPP/RNBQK2R w KQkq - 4 4,10,16,9
C69,"Ruy Lopez: Exchange Variation, Alapin Gambit",r1bqkbnr/1ppp1ppp/p1B5/4p3/4P3/5N2/PPPP1PPP/RNBQK2R b KQkq - 0 4,10,29,12
C69,"Ruy Lopez: Exchange Variation, Alapin Gambit",r1bqkbnr/1pp2ppp/p1p5/4p3/4P3/5N2/PPPP1PPP/RNBQ1RK1 b kq - 1 5,9,23,9
C69,"Ruy Lopez: Exchange Variation, Alapin Gambit",r1bqkbnr/1pp2ppp/p1p5/4p3/4P3/5N2/PPPP1PPP/RNBQK2R w KQkq - 0 5,10,27,12
